occurrence_no,name,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family
513591,Neuquensaurus,,,,83.5,66.0,Río Negro,-68.066673,-38.816669,Saurischia,Saltasauridae
513603,Riojasaurus,herbivorous,sauropod,5.15,228.0,208.5,La Rioja,-67.933327,-29.783501,Saurischia,Riojasauridae
513606,Nothronychus,omnivorous,large theropod,5.3,93.5,89.3,New Mexico,-108.849998,35.066666,Saurischia,Therizinosauridae
513639,Dryptosaurus,carnivorous,large theropod,6.4,113.0,100.5,Texas,-100.625374,31.40905,Saurischia,
513825,Troodon,carnivorous,small theropod,2.0,83.5,66.0,Alberta,-112.989502,49.9175,Saurischia,Troodontidae
513907,Syntarsus,,,,208.5,201.3,Arizona,-111.302223,35.931389,Saurischia,
513908,Alamosaurus,herbivorous,sauropod,21.0,70.6,66.0,Texas,-103.203888,29.396389,Saurischia,Saltasauridae
513911,Alamosaurus,herbivorous,sauropod,21.0,72.1,66.0,Texas,-103.203888,29.396389,Saurischia,Saltasauridae
513913,Alamosaurus,herbivorous,sauropod,21.0,72.1,66.0,Texas,-103.203888,29.396389,Saurischia,Saltasauridae
513933,Balaur,,,,72.1,66.0,Hunedoara,22.845142,45.603615,Saurischia,Dromaeosauridae
516330,Nuthetes,,,,145.0,140.2,England,-1.96667,50.599998,Saurischia,Dromaeosauridae
516477,Duriavenator,,,,171.6,167.7,England,-2.517778,50.961945,Saurischia,Megalosauridae
516810,Nedcolbertia,,,,129.4,125.0,Utah,-109.567902,38.826199,Saurischia,
516862,Irenichnites,,,,109.0,105.3,Alberta,-119.283333,54.033333,Saurischia,Ornithomimipodidae
516863,Irenesauripus,,,,109.0,105.3,Alberta,-119.283333,54.033333,Saurischia,
517458,Deinonychus,carnivorous,small theropod,3.0,113.0,100.5,Montana,-108.811302,45.341301,Saurischia,Dromaeosauridae
517530,Ornithomimus,omnivorous,large theropod,4.0,70.6,66.0,Alberta,-112.911301,51.688202,Saurischia,Ornithomimidae
517531,Ornithomimus,omnivorous,large theropod,4.0,70.6,66.0,Alberta,-112.865601,51.557201,Saurischia,Ornithomimidae
517533,Ornithomimus,omnivorous,large theropod,4.0,70.6,66.0,Alberta,-112.958298,51.935501,Saurischia,Ornithomimidae
517534,Struthiomimus,omnivorous,small theropod,4.0,70.6,66.0,Alberta,-112.958298,51.746399,Saurischia,
517535,Struthiomimus,omnivorous,small theropod,4.0,83.6,72.1,Alberta,-111.488899,50.7715,Saurischia,
517536,Struthiomimus,omnivorous,small theropod,4.0,83.5,70.6,Alberta,-111.626389,50.8064,Saurischia,
517539,Struthiomimus,omnivorous,small theropod,4.0,83.6,72.1,Alberta,-111.620003,50.599998,Saurischia,
517540,Struthiomimus,omnivorous,small theropod,4.0,83.6,72.1,Alberta,-111.620003,50.599998,Saurischia,
517541,Struthiomimus,omnivorous,small theropod,4.0,83.5,70.6,Alberta,-111.620003,50.599998,Saurischia,
517542,Struthiomimus,omnivorous,small theropod,4.0,83.6,72.1,Alberta,-111.620003,50.599998,Saurischia,
517543,Struthiomimus,omnivorous,small theropod,4.0,83.5,70.6,Alberta,-111.800003,50.900002,Saurischia,
517544,Struthiomimus,omnivorous,small theropod,4.0,83.6,72.1,Alberta,-111.477203,50.720699,Saurischia,
517545,Ornithomimus,omnivorous,large theropod,4.0,83.5,70.6,Alberta,-112.865601,51.557201,Saurischia,Ornithomimidae
517546,Ornithomimus,omnivorous,large theropod,4.0,83.5,70.6,Alberta,-111.5924,50.786598,Saurischia,Ornithomimidae
517548,Daspletosaurus,carnivorous,large theropod,9.0,83.6,72.1,Alberta,-111.616669,50.688,Saurischia,Tyrannosauridae
517549,Daspletosaurus,carnivorous,large theropod,9.0,83.6,72.1,Alberta,-111.620003,50.650002,Saurischia,Tyrannosauridae
517550,Gorgosaurus,carnivorous,large theropod,8.6,83.6,72.1,Alberta,-111.616669,50.688,Saurischia,Tyrannosauridae
517551,Gorgosaurus,carnivorous,large theropod,8.6,83.6,72.1,Alberta,-111.620003,50.650002,Saurischia,Tyrannosauridae
517552,Albertosaurus,carnivorous,large theropod,9.0,83.6,72.1,Alberta,-111.616669,50.688,Saurischia,Tyrannosauridae
517570,Chindesaurus,carnivorous,small theropod,4.0,228.0,208.5,New Mexico,-103.379997,35.365276,Saurischia,Herrerasauridae
517571,Chindesaurus,carnivorous,small theropod,4.0,228.0,208.5,Arizona,-109.79512,35.087524,Saurischia,Herrerasauridae
517572,Chindesaurus,carnivorous,small theropod,4.0,221.5,215.56,New Mexico,-103.488297,35.159779,Saurischia,Herrerasauridae
517573,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,New Mexico,-106.339478,36.205296,Saurischia,
517671,Cetiosaurus,herbivorous,sauropod,18.0,168.3,166.1,England,-1.28339,51.875183,Saurischia,
517674,Cetiosaurus,herbivorous,sauropod,18.0,168.3,166.1,England,-0.948115,52.185398,Saurischia,
517804,Magnosaurus,,,,171.6,168.4,England,-2.521111,50.97139,Saurischia,Megalosauridae
517897,Megalosaurus,carnivorous,large theropod,9.0,170.3,168.3,England,-0.943333,52.24361,Saurischia,Megalosauridae
517907,Megalosaurus,carnivorous,large theropod,9.0,170.3,168.3,England,-2.240278,51.733891,Saurischia,Megalosauridae
517921,Megalosauropus,,,,113.0,100.5,Texas,-97.814163,32.255001,Saurischia,
517932,Megalosaurus,carnivorous,large theropod,9.0,167.7,164.7,England,-1.58,51.908611,Saurischia,Megalosauridae
517953,Megalosaurus,carnivorous,large theropod,9.0,167.7,164.7,England,-1.904167,52.009724,Saurischia,Megalosauridae
517977,Megalosaurus,carnivorous,large theropod,9.0,167.7,164.7,England,-1.455278,51.918331,Saurischia,Megalosauridae
517989,Eustreptospondylus,carnivorous,large theropod,7.0,164.7,161.2,England,-1.287778,51.782223,Saurischia,Megalosauridae
518001,Metriacanthosaurus,carnivorous,large theropod,8.2,161.2,155.7,England,-2.4267,50.637501,Saurischia,Metriacanthosauridae
518002,Ornithopsis,,,,155.7,150.8,Bern,7.377222,47.288612,Saurischia,
518055,Becklespinax,carnivorous,large theropod,5.0,136.4,122.46,England,0.487778,50.913891,Saurischia,
518057,Megalosaurus,carnivorous,large theropod,9.0,170.3,168.3,England,-1.627778,51.914444,Saurischia,Megalosauridae
518058,Megalosaurus,carnivorous,large theropod,9.0,170.3,168.3,England,-1.703889,51.945278,Saurischia,Megalosauridae
518060,Ornithopsis,,,,139.8,125.0,England,-1.399444,50.62611,Saurischia,
518072,Irenesauripus,,,,113.0,100.5,Texas,-97.625,33.125832,Saurischia,
518076,Irenesauripus,,,,152.1,139.8,British Columbia,-114.824997,49.708332,Saurischia,
518081,Irenesauripus,,,,129.4,113.0,British Columbia,-122.199997,56.016666,Saurischia,
518083,Cetiosaurus,herbivorous,sauropod,18.0,168.3,166.1,England,-1.830278,51.758057,Saurischia,
518088,Irenesauripus,,,,125.0,100.5,British Columbia,-122.644447,55.933056,Saurischia,
518384,Cetiosaurus,herbivorous,sauropod,18.0,136.4,122.46,England,-1.455808,50.649754,Saurischia,
518385,Megalosaurus,carnivorous,large theropod,9.0,164.7,161.2,Basse-Normandie,0.0,49.316669,Saurischia,Megalosauridae
518390,Columbosauripus,,,,100.5,93.9,British Columbia,-121.199997,55.733334,Saurischia,Ornithomimipodidae
518534,Duriatitan,,,,145.0,139.8,England,-0.846389,51.801109,Saurischia,
518539,Irenichnites,,,,113.0,100.5,New Mexico,-103.297897,36.574799,Saurischia,Ornithomimipodidae
518621,Duriatitan,,,,157.3,145.0,England,0.255556,52.395832,Saurischia,
518725,Herrerasaurus,carnivorous,small theropod,3.0,237.0,228.0,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae
518726,Herrerasaurus,carnivorous,small theropod,3.0,237.0,228.0,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae
518727,Herrerasaurus,carnivorous,small theropod,3.0,228.0,208.5,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae
518730,Herrerasaurus,carnivorous,small theropod,3.0,237.0,201.3,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae
518731,Herrerasaurus,carnivorous,small theropod,3.0,228.0,208.5,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae
518732,Herrerasaurus,carnivorous,small theropod,3.0,237.0,228.0,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae
518733,Herrerasaurus,carnivorous,small theropod,3.0,237.0,208.5,San Juan,-68.699997,-29.216669,Saurischia,Herrerasauridae
519391,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Wyoming,-105.908501,42.152802,Saurischia,
519392,Brontosaurus,herbivorous,sauropod,22.0,157.3,145.0,Wyoming,-105.908501,42.152802,Saurischia,Diplodocidae
519393,Camarasaurus,herbivorous,sauropod,23.0,155.7,145.0,Oklahoma,-102.824997,36.897499,Saurischia,
519615,Jialingpus,,,,163.5,145.0,Sichuan,106.483299,30.5,Saurischia,
519616,Xiangxipus,,,,100.5,66.0,Hunan,110.805557,27.928057,Saurischia,
519618,Hunanpus,,,,100.5,66.0,Hunan,110.805557,27.928057,Saurischia,
519620,Cedarosaurus,,,,112.03,105.3,Texas,-97.666946,33.200001,Saurischia,Brachiosauridae
519703,Sauroposeidon,,,,122.46,112.03,Texas,-97.797501,32.328609,Saurischia,
519725,Ornithomimus,omnivorous,large theropod,4.0,72.1,66.0,Wyoming,-104.072433,43.128304,Saurischia,Ornithomimidae
519726,Ornithomimus,omnivorous,large theropod,4.0,70.6,66.0,Wyoming,-104.577103,43.139767,Saurischia,Ornithomimidae
519727,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Colorado,-105.940292,40.092209,Saurischia,Allosauridae
519728,Apatosaurus,herbivorous,sauropod,21.0,157.3,145.0,Wyoming,-105.908501,42.152802,Saurischia,Diplodocidae
519729,Tyrannosaurus,carnivorous,large theropod,12.0,72.1,66.0,Wyoming,-104.072433,43.128304,Saurischia,Tyrannosauridae
519787,Irenesauripus,,,,113.0,100.5,Alberta,-119.26667,54.033333,Saurischia,
519788,Columbosauripus,,,,113.0,100.5,Alberta,-119.26667,54.033333,Saurischia,Ornithomimipodidae
519797,Sinornithosaurus,carnivorous,small theropod,2.0,130.0,122.46,Liaoning,120.8722,41.601398,Saurischia,Dromaeosauridae
519800,Spinosaurus,carnivorous,large theropod,18.0,113.0,93.9,Er Rachidia,-3.9833,30.9,Saurischia,Spinosauridae
519801,Carcharodontosaurus,carnivorous,large theropod,15.0,113.0,93.9,Er Rachidia,-3.9833,30.9,Saurischia,Carcharodontosauridae
519822,Rebbachisaurus,herbivorous,sauropod,20.0,113.0,93.9,Er Rachidia,-3.9833,30.9,Saurischia,Rebbachisauridae
519834,Ceratosaurus,carnivorous,large theropod,6.0,155.7,145.0,Oklahoma,-102.824997,36.897499,Saurischia,
519917,Herrerasaurus,carnivorous,small theropod,3.0,228.0,208.5,San Juan,-67.916664,-30.083332,Saurischia,Herrerasauridae
519937,Aeolosaurus,,,,83.6,66.0,Chubut,-68.622223,-45.597778,Saurischia,
520079,Brachiosaurus,herbivorous,sauropod,30.0,155.7,145.0,Oklahoma,-102.824997,36.897499,Saurischia,Brachiosauridae
520141,Otozoum,,,,201.3,190.8,Massachusetts,-72.514664,42.606197,Saurischia,Otozoidae
520143,Eubrontes (Brontozoum),,,,201.3,190.8,Massachusetts,-72.514664,42.606197,Saurischia,Eubrontidae
520149,Stenonyx,,,,201.3,199.3,Massachusetts,-72.530952,42.606773,Saurischia,Anchisauripodidae
520158,Eubrontes (Brontozoum),,,,201.3,199.3,Massachusetts,-72.530952,42.606773,Saurischia,Eubrontidae
520165,Sauropus,,,,201.3,199.3,Massachusetts,-72.530952,42.606773,Saurischia,Sauropodidae
520183,Sauropus,,,,201.3,190.8,Massachusetts,-72.535553,42.609165,Saurischia,Sauropodidae
520194,Anticheiropus,,,,201.3,190.8,Massachusetts,-72.550308,42.517487,Saurischia,
520196,Otozoum,,,,201.3,190.8,Massachusetts,-72.559174,42.28056,Saurischia,Otozoidae
520237,Platypterna,,,,201.3,190.8,Massachusetts,-72.552864,42.611198,Saurischia,
520276,Eubrontes (Brontozoum),,,,201.3,190.8,Massachusetts,-72.549606,42.612213,Saurischia,Eubrontidae
520283,Platypterna,,,,201.3,190.8,Massachusetts,-72.549606,42.612213,Saurischia,
520284,Selenichnus,,,,201.3,190.8,Massachusetts,-72.549606,42.612213,Saurischia,
520411,Argoides,,,,201.3,190.8,Connecticut,-72.639221,41.693111,Saurischia,
520414,Platypterna,,,,201.3,190.8,Connecticut,-72.639221,41.693111,Saurischia,
520452,Argoides,,,,201.3,190.8,Massachusetts,-72.577133,42.158909,Saurischia,
520513,Troodon,carnivorous,small theropod,2.0,86.3,83.6,Montana,-112.183609,47.812222,Saurischia,Troodontidae
520514,Troodon,carnivorous,small theropod,2.0,86.3,83.6,Montana,-112.183609,47.812222,Saurischia,Troodontidae
520757,Ravatichnus,,,,174.1,145.0,Kulyabskaya Oblast',68.561043,39.215771,Saurischia,
520773,Paronychodon,carnivorous,large theropod,5.0,132.9,125.0,Krasnoyarsk,91.816666,56.516666,Saurischia,Troodontidae
520778,Ferganasaurus,,,,166.1,163.5,Jalal-Abad,72.125,41.333057,Saurischia,
520791,Tyrannosauripus,,,,72.1,66.0,New Mexico,-104.915283,36.51083,Saurischia,Tyrannosauridae
520911,Deinonychus,carnivorous,small theropod,3.0,122.46,109.0,Oklahoma,-96.099998,34.400002,Saurischia,Dromaeosauridae
521248,Albertosaurus,carnivorous,large theropod,9.0,83.5,70.6,Saskatchewan,-109.5,49.099998,Saurischia,Tyrannosauridae
521249,Troodon,carnivorous,small theropod,2.0,83.5,70.6,Saskatchewan,-109.5,49.099998,Saurischia,Troodontidae
521531,Hypselosaurus,herbivorous,sauropod,12.0,72.1,66.0,Languedoc-Roussillon,2.210945,42.926857,Saurischia,Titanosauridae
521533,Hypselosaurus,herbivorous,sauropod,12.0,72.1,66.0,Provence-Alpes-Côte d'Azur,5.7525,43.460556,Saurischia,Titanosauridae
521534,Hypselosaurus,herbivorous,sauropod,12.0,72.1,66.0,Languedoc-Roussillon,2.900833,43.110832,Saurischia,Titanosauridae
521712,Cetiosaurus,herbivorous,sauropod,18.0,167.7,164.7,England,-1.298558,51.860378,Saurischia,
522040,Tienshanosaurus,,,,163.5,157.3,Xinjiang,85.449997,45.966702,Saurischia,Mamenchisauridae
522048,Mamenchisaurus,herbivorous,sauropod,22.0,163.5,157.3,Sichuan,103.800003,30.1,Saurischia,Mamenchisauridae
522064,Omeisaurus,herbivorous,sauropod,20.0,174.1,163.5,Sichuan,104.849998,29.799999,Saurischia,
522076,Bellusaurus,herbivorous,sauropod,5.0,166.1,163.5,Xinjiang,89.183075,44.876457,Saurischia,
522077,Omeisaurus,herbivorous,sauropod,20.0,174.1,163.5,Gansu,104.483299,33.1833,Saurischia,
522087,Cetiosauriscus,herbivorous,sauropod,15.0,164.7,161.2,England,-0.240363,52.54253,Saurischia,
522462,Navahopus,,,,190.8,174.1,Arizona,-111.199997,36.166668,Saurischia,
527467,Plateosaurus,herbivorous,sauropod,7.0,208.5,201.3,England,-0.810833,53.034721,Saurischia,Plateosauridae
527946,Galvesaurus,,,,150.8,145.0,Aragón,-0.884602,40.66296,Saurischia,
528128,Lirainosaurus,,,,83.5,66.0,Valencia,-0.9667,39.599998,Saurischia,
528246,Erectopus,,,,112.03,109.0,Lorraine,5.0667,48.866699,Saurischia,Metriacanthosauridae
528294,Megalosaurus,carnivorous,large theropod,9.0,150.8,145.0,Pas-de-Calais,1.573869,50.706455,Saurischia,Megalosauridae
528338,Allosaurus,carnivorous,large theropod,12.0,150.8,145.0,Utah,-109.300552,40.441387,Saurischia,Allosauridae
528631,Nanotyrannus,,,,72.1,66.0,Montana,-104.159698,45.500801,Saurischia,Tyrannosauridae
528636,Phuwiangosaurus,,,,129.4,113.0,Kalasin,104.148193,16.537498,Saurischia,
528637,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,New Mexico,-106.446297,36.313,Saurischia,
528639,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,New Mexico,-106.446297,36.313,Saurischia,
528640,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,New Mexico,-106.446297,36.313,Saurischia,
528641,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,New Mexico,-106.446297,36.313,Saurischia,
528642,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,New Mexico,-106.446297,36.313,Saurischia,
528643,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,New Mexico,-106.446297,36.313,Saurischia,
528644,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,New Mexico,-106.446297,36.313,Saurischia,
528645,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,New Mexico,-106.446297,36.313,Saurischia,
529355,Labocania,,,,86.3,70.6,Baja California,-115.733299,30.0333,Saurischia,
529494,Nemegtomaia,,,,72.1,66.0,Omnogov,101.275002,43.491669,Saurischia,Oviraptoridae
529517,Alamosaurus,herbivorous,sauropod,21.0,72.1,66.0,New Mexico,-107.798698,36.1693,Saurischia,Saltasauridae
529532,Dromaeosaurus,carnivorous,small theropod,1.8,70.6,66.0,Saskatchewan,-108.816666,49.516666,Saurischia,Dromaeosauridae
529533,Tyrannosaurus,carnivorous,large theropod,12.0,70.6,66.0,Saskatchewan,-108.816666,49.516666,Saurischia,Tyrannosauridae
530225,Albertosaurus,carnivorous,large theropod,9.0,85.8,70.6,Alabama,-85.3172,32.125801,Saurischia,Tyrannosauridae
530454,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,New Mexico,-106.339478,36.205296,Saurischia,
530455,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,New Mexico,-106.874496,36.339298,Saurischia,
531167,Otozoum,,,,201.3,190.8,Massachusetts,-72.57811,42.278938,Saurischia,Otozoidae
531170,Argoides,,,,201.3,190.8,Massachusetts,-72.550308,42.517487,Saurischia,
531173,Sauropus,,,,201.3,190.8,Massachusetts,-72.550308,42.517487,Saurischia,Sauropodidae
533360,Heyuannia,omnivorous,small theropod,2.0,72.1,66.0,Guangdong,114.82,24.1789,Saurischia,Oviraptoridae
533974,Deinonychus,carnivorous,small theropod,3.0,113.0,100.5,Montana,-108.409721,45.259998,Saurischia,Dromaeosauridae
533975,Microvenator,,,,113.0,100.5,Montana,-108.409721,45.259998,Saurischia,Caenagnathidae
534085,Gallimimus,omnivorous,large theropod,6.0,72.1,66.0,Omnogov,100.011108,43.86639,Saurischia,Ornithomimidae
534087,Tarbosaurus,carnivorous,large theropod,10.0,72.1,66.0,Omnogov,100.011108,43.86639,Saurischia,Tyrannosauridae
534092,Nedcolbertia,,,,125.45,122.46,Utah,-109.691666,38.718056,Saurischia,
534099,Pseudotetrasauropus,,,,228.0,208.5,Colorado,-108.914368,38.646606,Saurischia,
534195,Megaraptor,,,,93.5,85.8,Neuquén,-69.550003,-38.900002,Saurischia,Megaraptoridae
534263,Unenlagia,carnivorous,small theropod,2.4,93.5,85.8,Neuquén,-69.550003,-38.900002,Saurischia,Dromaeosauridae
534501,Tyrannosaurus,carnivorous,large theropod,12.0,70.6,66.0,New Mexico,-107.192223,33.154167,Saurischia,Tyrannosauridae
534503,Alamosaurus,herbivorous,sauropod,21.0,70.6,66.0,New Mexico,-107.192223,33.154167,Saurischia,Saltasauridae
534512,Torvosaurus,carnivorous,large theropod,10.0,163.5,145.0,Shanxi,113.150002,40.266701,Saurischia,Megalosauridae
534736,Plateosaurus,herbivorous,sauropod,7.0,208.5,201.3,Niedersachsen,10.68333,52.066669,Saurischia,Plateosauridae
534757,Camarasaurus,herbivorous,sauropod,23.0,155.7,145.0,Colorado,-108.774719,39.167778,Saurischia,
534767,Barosaurus,herbivorous,sauropod,24.0,157.3,152.1,Wyoming,-107.816666,44.650002,Saurischia,Diplodocidae
534769,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Wyoming,-106.589996,41.799999,Saurischia,Allosauridae
534770,Asylosaurus,,,,208.5,201.3,England,-2.616667,51.469166,Saurischia,
534794,Erectopus,,,,112.03,109.0,Champagne-Ardenne,4.8667,49.333302,Saurischia,Metriacanthosauridae
534795,Erectopus,,,,113.0,100.5,Champagne-Ardenne,5.1667,48.783298,Saurischia,Metriacanthosauridae
534796,Erectopus,,,,113.0,100.5,Nord-Pas-de-Calais,1.8667,49.466702,Saurischia,Metriacanthosauridae
534941,Massospondylus,omnivorous,sauropod,4.0,201.3,190.8,Quthing,27.516666,-30.4,Saurischia,Massospondylidae
534969,Marshosaurus,carnivorous,large theropod,6.0,157.3,145.0,Utah,-109.278313,40.440536,Saurischia,Piatnitzkysauridae
534970,Mapusaurus,carnivorous,large theropod,13.0,99.6,89.8,Neuquén,-69.286942,-39.063889,Saurischia,Carcharodontosauridae
534986,Piveteausaurus,,,,164.7,161.2,Basse-Normandie,-0.0333,49.3167,Saurischia,Megalosauridae
534994,Albertosaurus,carnivorous,large theropod,9.0,70.6,66.0,Alberta,-112.883331,51.995834,Saurischia,Tyrannosauridae
534996,Buitreraptor,carnivorous,small theropod,1.3,99.6,93.5,Río Negro,-68.700836,-39.628613,Saurischia,Dromaeosauridae
535197,Hypselosaurus,herbivorous,sauropod,12.0,72.1,66.0,Languedoc-Roussillon,2.900833,43.110832,Saurischia,Titanosauridae
535892,Huaxiagnathus,,,,130.0,122.46,Liaoning,125.056801,42.022499,Saurischia,Compsognathidae
535893,Microraptor,carnivorous,small theropod,0.8,125.0,113.0,Liaoning,121.222801,41.497799,Saurischia,Dromaeosauridae
536065,Muyelensaurus,,,,89.3,83.5,Neuquén,-69.026611,-37.38842,Saurischia,
536068,Guaibasaurus,herbivorous,small theropod,1.8,228.0,208.5,Rio Grande do Sul,-53.339722,-29.56889,Saurischia,Guaibasauridae
536069,Brasilotitan,,,,93.9,66.0,São Paulo,-51.442501,-22.117779,Saurischia,
536122,Coelurus,carnivorous,small theropod,1.8,157.3,152.1,Utah,-110.6875,39.216667,Saurischia,
536124,Tanycolagreus,,,,157.3,145.0,Wyoming,-106.048615,42.017776,Saurischia,
536126,Tanycolagreus,,,,157.3,152.1,Utah,-110.6875,39.216667,Saurischia,
536127,Tanycolagreus,,,,157.3,152.1,Wyoming,-106.291,41.967098,Saurischia,
536344,Ceratosaurus,carnivorous,large theropod,6.0,157.3,152.1,Wyoming,-106.291,41.967098,Saurischia,
536373,Diplodocus,herbivorous,sauropod,26.0,157.3,145.0,Wyoming,-106.310997,41.951698,Saurischia,Diplodocidae
536374,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Wyoming,-106.310997,41.951698,Saurischia,
536376,Apatosaurus,herbivorous,sauropod,21.0,157.3,145.0,Wyoming,-105.979721,41.893055,Saurischia,Diplodocidae
536393,Brontosaurus,herbivorous,sauropod,22.0,157.3,145.0,Wyoming,-105.979721,41.893055,Saurischia,Diplodocidae
536413,Mei,,,,125.45,122.46,Liaoning,120.913269,41.603352,Saurischia,Troodontidae
536560,Eotyrannus,carnivorous,large theropod,5.0,136.4,125.45,England,-1.404167,50.630554,Saurischia,
